Customer,Country,Region,Segment,Salesperson,Emp ID,Order ID,Order Date,Required Date,Shipped Date,Shipper,Product Name,Unit Price,Quantity,Subtotal,Profit
Folies gourmandes,France,Europe,Enterprise,Laura Callahan,1020,10408,08-Jan-2007,05-Feb-2007,14-Jan-2007,Global Shippers,Gravad lax,20.8,10,208,124.8
Folies gourmandes,France,Europe,Enterprise,Laura Callahan,1020,10408,08-Jan-2007,05-Feb-2007,14-Jan-2007,Anywhere Delivery,Tourtière,5.9,6,35.4,21.24
Folies gourmandes,France,Europe,Enterprise,Laura Callahan,1020,10408,08-Jan-2007,05-Feb-2007,14-Jan-2007,OnTime Carriers,Tarte au sucre,39.4,35,1379,827.4
Folies gourmandes,France,Europe,Enterprise,Margaret Peacock,1025,10634,15-Aug-2007,12-Sep-2007,21-Aug-2007,Speedy Shipping,Uncle Bob's Organic Dried Pears,30,35,1050,630
Folies gourmandes,France,Europe,Enterprise,Margaret Peacock,1025,10634,15-Aug-2007,12-Sep-2007,21-Aug-2007,Anywhere Delivery,Carnarvon Tigers,62.5,50,3125,1875
Folies gourmandes,France,Europe,Enterprise,Margaret Peacock,1025,10634,15-Aug-2007,12-Sep-2007,21-Aug-2007,Anywhere Delivery,Manjimup Dried Apples,53,15,795,477
Folies gourmandes,France,Europe,Enterprise,Margaret Peacock,1025,10634,15-Aug-2007,12-Sep-2007,21-Aug-2007,Global Shippers,Rhönbräu Klosterbier,7.75,2,15.5,9.3
Folies gourmandes,France,Europe,Enterprise,Michael Suyama,1030,10480,20-Mar-2007,17-Apr-2007,24-Mar-2007,Speedy Shipping,Zaanse koeken,7.6,30,228,136.8
Folies gourmandes,France,Europe,Enterprise,Michael Suyama,1030,10480,20-Mar-2007,17-Apr-2007,24-Mar-2007,Speedy Shipping,Raclette Courdavault,44,12,528,316.8
Folies gourmandes,France,Europe,Enterprise,Nancy Davolio,1035,10789,22-Dec-2007,19-Jan-2007,31-Dec-2007,Anywhere Delivery,Carnarvon Tigers,62.5,30,1875,1125
Folies gourmandes,France,Europe,Enterprise,Nancy Davolio,1035,10789,22-Dec-2007,19-Jan-2007,31-Dec-2007,Global Shippers,Steeleye Stout,18,15,270,162
Folies gourmandes,France,Europe,Enterprise,Nancy Davolio,1035,10789,22-Dec-2007,19-Jan-2007,31-Dec-2007,Global Shippers,Vegie-spread,43.9,30,1317,790.2
Folies gourmandes,France,Europe,Enterprise,Nancy Davolio,1035,10789,22-Dec-2007,19-Jan-2007,31-Dec-2007,Speedy Shipping,Scottish Longbreads,12.5,18,225,135
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,11001,06-Apr-2007,04-May-2007,14-Apr-2007,Anywhere Delivery,Uncle Bob's Organic Dried Pears,30,60,1800,1080
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,11001,06-Apr-2007,04-May-2007,14-Apr-2007,OnTime Carriers,Gustaf's Knäckebröd,21,25,525,315
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,11001,06-Apr-2007,04-May-2007,14-Apr-2007,Speedy Shipping,Spegesild,12,25,300,180
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,11001,06-Apr-2007,04-May-2007,14-Apr-2007,Anywhere Delivery,Pâté chinois,24,6,144,86.4
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,10561,06-Jun-2007,04-Jul-2007,09-Jun-2007,Speedy Shipping,Gula Malacca,19.45,10,194.5,116.7
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,10561,06-Jun-2007,04-Jul-2007,09-Jun-2007,OnTime Carriers,Manjimup Dried Apples,53,50,2650,1590
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,10327,11-Oct-2007,08-Nov-2007,14-Oct-2007,OnTime Carriers,Chang,15.2,25,380,228
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,10327,11-Oct-2007,08-Nov-2007,14-Oct-2007,OnTime Carriers,Queso Cabrales,16.8,50,840,504
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,10327,11-Oct-2007,08-Nov-2007,14-Oct-2007,Global Shippers,Nord-Ost Matjeshering,20.7,35,724.5,434.7
Folk och fä HB,Sweden,Scandinavia,Government,Andrew Fuller,1005,10327,11-Oct-2007,08-Nov-2007,14-Oct-2007,Global Shippers,Escargots de Bourgogne,10.6,30,318,190.8
Folk och fä HB,Sweden,Scandinavia,Government,Janet Leverling,1015,10434,03-Feb-2007,03-Mar-2007,13-Feb-2007,Global Shippers,Queso Cabrales,16.8,6,100.8,60.48
Folk och fä HB,Sweden,Scandinavia,Government,Janet Leverling,1015,10434,03-Feb-2007,03-Mar-2007,13-Feb-2007,OnTime Carriers,Lakkalikööri,14.4,18,259.2,155.52
Folk och fä HB,Sweden,Scandinavia,Government,Janet Leverling,1015,10762,02-Dec-2007,30-Dec-2007,09-Dec-2007,Speedy Shipping,Chartreuse verte,18,16,288,172.8
Folk och fä HB,Sweden,Scandinavia,Government,Janet Leverling,1015,10762,02-Dec-2007,30-Dec-2007,09-Dec-2007,Global Shippers,Zaanse koeken,9.5,30,285,171
Folk och fä HB,Sweden,Scandinavia,Government,Janet Leverling,1015,10762,02-Dec-2007,30-Dec-2007,09-Dec-2007,OnTime Carriers,Manjimup Dried Apples,53,28,1484,890.4
Folk och fä HB,Sweden,Scandinavia,Government,Janet Leverling,1015,10762,02-Dec-2007,30-Dec-2007,09-Dec-2007,OnTime Carriers,Gnocchi di nonna Alice,38,60,2280,1368
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10824,09-Jan-2007,06-Feb-2007,30-Jan-2007,Anywhere Delivery,Jack's New England Clam Chowder,9.65,12,115.8,69.48
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10824,09-Jan-2007,06-Feb-2007,30-Jan-2007,Speedy Shipping,Outback Lager,15,9,135,81
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10460,28-Feb-2007,28-Mar-2007,03-Mar-2007,Global Shippers,Scottish Longbreads,10,21,210,126
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10460,28-Feb-2007,28-Mar-2007,03-Mar-2007,OnTime Carriers,Rhönbräu Klosterbier,6.2,4,24.8,14.88
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10955,17-Mar-2007,14-Apr-2007,20-Mar-2007,Global Shippers,Rhönbräu Klosterbier,7.75,12,93,55.8
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10977,26-Mar-2007,23-Apr-2007,10-Apr-2007,OnTime Carriers,Chartreuse verte,18,30,540,324
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10977,26-Mar-2007,23-Apr-2007,10-Apr-2007,Global Shippers,Zaanse koeken,9.5,30,285,171
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10977,26-Mar-2007,23-Apr-2007,10-Apr-2007,Anywhere Delivery,Manjimup Dried Apples,53,10,530,318
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10977,26-Mar-2007,23-Apr-2007,10-Apr-2007,OnTime Carriers,Vegie-spread,43.9,20,878,526.8
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,11050,27-Apr-2007,25-May-2007,05-May-2007,OnTime Carriers,Lakkalikööri,18,50,900,540
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10533,12-May-2007,09-Jun-2007,22-May-2007,OnTime Carriers,Chef Anton's Cajun Seasoning,22,50,1100,660
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10533,12-May-2007,09-Jun-2007,22-May-2007,OnTime Carriers,Mozzarella di Giovanni,34.8,24,835.2,501.12
Folk och fä HB,Sweden,Scandinavia,Government,Laura Callahan,1020,10533,12-May-2007,09-Jun-2007,22-May-2007,Speedy Shipping,Röd Kaviar,15,24,360,216
Folk och fä HB,Sweden,Scandinavia,Government,Margaret Peacock,1025,10980,27-Mar-2007,08-May-2007,17-Apr-2007,Global Shippers,Rhönbräu Klosterbier,7.75,40,310,186
Folk och fä HB,Sweden,Scandinavia,Government,Margaret Peacock,1025,10774,11-Dec-2007,25-Dec-2007,12-Dec-2007,OnTime Carriers,Gorgonzola Telino,12.5,2,25,15
Folk och fä HB,Sweden,Scandinavia,Government,Margaret Peacock,1025,10774,11-Dec-2007,25-Dec-2007,12-Dec-2007,Anywhere Delivery,Louisiana Hot Spiced Okra,17,50,850,510
Folk och fä HB,Sweden,Scandinavia,Government,Michael Suyama,1030,10264,24-Jul-2007,21-Aug-2007,23-Aug-2007,Anywhere Delivery,Chang,15.2,35,532,319.2
Folk och fä HB,Sweden,Scandinavia,Government,Michael Suyama,1030,10264,24-Jul-2007,21-Aug-2007,23-Aug-2007,Anywhere Delivery,Jack's New England Clam Chowder,7.7,25,192.5,115.5
Folk och fä HB,Sweden,Scandinavia,Government,Michael Suyama,1030,10703,14-Oct-2007,11-Nov-2007,20-Oct-2007,Speedy Shipping,Chang,19,5,95,57
Folk och fä HB,Sweden,Scandinavia,Government,Michael Suyama,1030,10703,14-Oct-2007,11-Nov-2007,20-Oct-2007,Anywhere Delivery,Raclette Courdavault,55,35,1925,1155
Folk och fä HB,Sweden,Scandinavia,Government,Michael Suyama,1030,10703,14-Oct-2007,11-Nov-2007,20-Oct-2007,Speedy Shipping,Röd Kaviar,15,35,525,315
Folk och fä HB,Sweden,Scandinavia,Government,Nancy Davolio,1035,10902,23-Feb-2007,23-Mar-2007,03-Mar-2007,Anywhere Delivery,Pâté chinois,24,30,720,432
Folk och fä HB,Sweden,Scandinavia,Government,Nancy Davolio,1035,10902,23-Feb-2007,23-Mar-2007,03-Mar-2007,Global Shippers,Tarte au sucre,49.3,6,295.8,177.48
Folk och fä HB,Sweden,Scandinavia,Government,Robert King,1040,10880,10-Feb-2007,24-Mar-2007,18-Feb-2007,Anywhere Delivery,Tunnbröd,9,30,270,162
Folk och fä HB,Sweden,Scandinavia,Government,Robert King,1040,10880,10-Feb-2007,24-Mar-2007,18-Feb-2007,OnTime Carriers,Sirop d'érable,28.5,30,855,513
Folk och fä HB,Sweden,Scandinavia,Government,Robert King,1040,10880,10-Feb-2007,24-Mar-2007,18-Feb-2007,OnTime Carriers,Outback Lager,15,50,750,450
Folk och fä HB,Sweden,Scandinavia,Government,Robert King,1040,10993,01-Apr-2007,29-Apr-2007,10-Apr-2007,OnTime Carriers,Thüringer Rostbratwurst,123.79,50,6189.5,3713.7
Folk och fä HB,Sweden,Scandinavia,Government,Robert King,1040,10993,01-Apr-2007,29-Apr-2007,10-Apr-2007,Speedy Shipping,Jack's New England Clam Chowder,9.65,35,337.75,202.65
Folk och fä HB,Sweden,Scandinavia,Government,Steven Buchanan,1045,10378,10-Dec-2007,07-Jan-2007,19-Dec-2007,OnTime Carriers,Fløtemysost,17.2,6,103.2,61.92
France restauration,France,Europe,Mid-market,Andrew Fuller,1005,10971,24-Mar-2007,21-Apr-2007,02-Apr-2007,OnTime Carriers,Thüringer Rostbratwurst,123.79,14,1733.06,1039.836
France restauration,France,Europe,Mid-market,Janet Leverling,1015,10860,29-Jan-2007,26-Feb-2007,04-Feb-2007,Speedy Shipping,Manjimup Dried Apples,53,3,159,95.4
France restauration,France,Europe,Mid-market,Janet Leverling,1015,10860,29-Jan-2007,26-Feb-2007,04-Feb-2007,Anywhere Delivery,Lakkalikööri,18,20,360,216
France restauration,France,Europe,Mid-market,Nancy Davolio,1035,10671,17-Sep-2007,15-Oct-2007,24-Sep-2007,OnTime Carriers,Pavlova,17.45,10,174.5,104.7
France restauration,France,Europe,Mid-market,Nancy Davolio,1035,10671,17-Sep-2007,15-Oct-2007,24-Sep-2007,Speedy Shipping,Tarte au sucre,49.3,10,493,295.8
France restauration,France,Europe,Mid-market,Nancy Davolio,1035,10671,17-Sep-2007,15-Oct-2007,24-Sep-2007,Anywhere Delivery,Louisiana Fiery Hot Pepper Sauce,21.05,12,252.6,151.56
Franchi S.p.A.,Italy,Europe,Channel Partners,Andrew Fuller,1005,10422,22-Jan-2007,19-Feb-2007,31-Jan-2007,OnTime Carriers,Gumbär Gummibärchen,24.9,2,49.8,29.88
Franchi S.p.A.,Italy,Europe,Channel Partners,Andrew Fuller,1005,11060,30-Apr-2007,28-May-2007,04-May-2007,Global Shippers,Camembert Pierrot,34,4,136,81.6
Franchi S.p.A.,Italy,Europe,Channel Partners,Andrew Fuller,1005,11060,30-Apr-2007,28-May-2007,04-May-2007,Anywhere Delivery,Original Frankfurter grüne Soße,13,10,130,78
Franchi S.p.A.,Italy,Europe,Channel Partners,Janet Leverling,1015,10753,25-Nov-2007,23-Dec-2007,27-Nov-2007,Speedy Shipping,Røgede sild,9.5,4,38,22.8
Franchi S.p.A.,Italy,Europe,Channel Partners,Janet Leverling,1015,10753,25-Nov-2007,23-Dec-2007,27-Nov-2007,Anywhere Delivery,Longlife Tofu,10,5,50,30
Franchi S.p.A.,Italy,Europe,Channel Partners,Margaret Peacock,1025,10807,31-Dec-2007,28-Jan-2007,30-Jan-2007,Speedy Shipping,Boston Crab Meat,18.4,1,18.4,11.04
Franchi S.p.A.,Italy,Europe,Channel Partners,Margaret Peacock,1025,11026,15-Apr-2007,13-May-2007,28-Apr-2007,OnTime Carriers,Carnarvon Tigers,62.5,8,500,300
Franchi S.p.A.,Italy,Europe,Channel Partners,Margaret Peacock,1025,11026,15-Apr-2007,13-May-2007,28-Apr-2007,OnTime Carriers,Manjimup Dried Apples,53,10,530,318
Franchi S.p.A.,Italy,Europe,Channel Partners,Nancy Davolio,1035,10710,20-Oct-2007,17-Nov-2007,23-Oct-2007,OnTime Carriers,Teatime Chocolate Biscuits,9.2,5,46,27.6
Franchi S.p.A.,Italy,Europe,Channel Partners,Nancy Davolio,1035,10710,20-Oct-2007,17-Nov-2007,23-Oct-2007,Anywhere Delivery,Zaanse koeken,9.5,5,47.5,28.5
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10488,27-Mar-2007,24-Apr-2007,02-Apr-2007,Speedy Shipping,Raclette Courdavault,44,30,1320,792
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10488,27-Mar-2007,24-Apr-2007,02-Apr-2007,OnTime Carriers,Röd Kaviar,12,20,240,144
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10560,06-Jun-2007,04-Jul-2007,09-Jun-2007,OnTime Carriers,Nord-Ost Matjeshering,25.89,20,517.8,310.68
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10560,06-Jun-2007,04-Jul-2007,09-Jun-2007,Anywhere Delivery,Tarte au sucre,49.3,15,739.5,443.7
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10623,07-Aug-2007,04-Sep-2007,12-Aug-2007,Global Shippers,Tofu,23.25,21,488.25,292.95
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10623,07-Aug-2007,04-Sep-2007,12-Aug-2007,Global Shippers,Teatime Chocolate Biscuits,9.2,15,138,82.8
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10623,07-Aug-2007,04-Sep-2007,12-Aug-2007,Global Shippers,Sir Rodney's Scones,10,25,250,150
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10623,07-Aug-2007,04-Sep-2007,12-Aug-2007,Anywhere Delivery,Guaraná Fantástica,4.5,3,13.5,8.1
Frankenversand,Germany,Europe,Small Business,Laura Callahan,1020,10623,07-Aug-2007,04-Sep-2007,12-Aug-2007,Global Shippers,Steeleye Stout,18,30,540,324
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10267,29-Jul-2007,26-Aug-2007,06-Aug-2007,Speedy Shipping,Boston Crab Meat,14.7,50,735,441
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10267,29-Jul-2007,26-Aug-2007,06-Aug-2007,OnTime Carriers,Raclette Courdavault,44,70,3080,1848
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10267,29-Jul-2007,26-Aug-2007,06-Aug-2007,Global Shippers,Lakkalikööri,14.4,15,216,129.6
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10670,16-Sep-2007,14-Oct-2007,18-Sep-2007,Speedy Shipping,Tunnbröd,9,32,288,172.8
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10670,16-Sep-2007,14-Oct-2007,18-Sep-2007,Speedy Shipping,Spegesild,12,60,720,432
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10670,16-Sep-2007,14-Oct-2007,18-Sep-2007,Anywhere Delivery,Laughing Lumberjack Lager,14,25,350,210
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10670,16-Sep-2007,14-Oct-2007,18-Sep-2007,Anywhere Delivery,Röd Kaviar,15,50,750,450
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10670,16-Sep-2007,14-Oct-2007,18-Sep-2007,Anywhere Delivery,Rhönbräu Klosterbier,7.75,25,193.75,116.25
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10337,24-Oct-2007,21-Nov-2007,29-Oct-2007,Global Shippers,Tunnbröd,7.2,40,288,172.8
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10337,24-Oct-2007,21-Nov-2007,29-Oct-2007,OnTime Carriers,Gumbär Gummibärchen,24.9,24,597.6,358.56
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10337,24-Oct-2007,21-Nov-2007,29-Oct-2007,Anywhere Delivery,Inlagd Sill,15.2,20,304,182.4
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10337,24-Oct-2007,21-Nov-2007,29-Oct-2007,Global Shippers,Gravad lax,20.8,28,582.4,349.44
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10337,24-Oct-2007,21-Nov-2007,29-Oct-2007,OnTime Carriers,Mozzarella di Giovanni,27.8,25,695,417
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10342,30-Oct-2007,13-Nov-2007,04-Nov-2007,Global Shippers,Chang,15.2,24,364.8,218.88
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10342,30-Oct-2007,13-Nov-2007,04-Nov-2007,Anywhere Delivery,Gorgonzola Telino,10,56,560,336
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10342,30-Oct-2007,13-Nov-2007,04-Nov-2007,OnTime Carriers,Inlagd Sill,15.2,40,608,364.8
Frankenversand,Germany,Europe,Small Business,Margaret Peacock,1025,10342,30-Oct-2007,13-Nov-2007,04-Nov-2007,Speedy Shipping,Pâté chinois,19.2,40,768,460.8
Frankenversand,Germany,Europe,Small Business,Michael Suyama,1030,10791,23-Dec-2007,20-Jan-2007,01-Jan-2007,Anywhere Delivery,Thüringer Rostbratwurst,123.79,14,1733.06,1039.836
Frankenversand,Germany,Europe,Small Business,Michael Suyama,1030,10791,23-Dec-2007,20-Jan-2007,01-Jan-2007,Anywhere Delivery,Jack's New England Clam Chowder,9.65,20,193,115.8
Frankenversand,Germany,Europe,Small Business,Michael Suyama,1030,10929,05-Mar-2007,02-Apr-2007,12-Mar-2007,Global Shippers,Sir Rodney's Scones,10,60,600,360
Frankenversand,Germany,Europe,Small Business,Michael Suyama,1030,10929,05-Mar-2007,02-Apr-2007,12-Mar-2007,Speedy Shipping,Rhönbräu Klosterbier,7.75,49,379.75,227.85
Frankenversand,Germany,Europe,Small Business,Michael Suyama,1030,10929,05-Mar-2007,02-Apr-2007,12-Mar-2007,OnTime Carriers,Original Frankfurter grüne Soße,13,15,195,117
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10396,27-Dec-2007,10-Jan-2007,06-Jan-2007,OnTime Carriers,Tunnbröd,7.2,40,288,172.8
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10396,27-Dec-2007,10-Jan-2007,06-Jan-2007,OnTime Carriers,Fløtemysost,17.2,60,1032,619.2
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10396,27-Dec-2007,10-Jan-2007,06-Jan-2007,OnTime Carriers,Mozzarella di Giovanni,27.8,21,583.8,350.28
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10859,29-Jan-2007,26-Feb-2007,02-Feb-2007,Speedy Shipping,Guaraná Fantástica,4.5,40,180,108
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10859,29-Jan-2007,26-Feb-2007,02-Feb-2007,Global Shippers,Tourtière,7.45,35,260.75,156.45
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10859,29-Jan-2007,26-Feb-2007,02-Feb-2007,OnTime Carriers,Wimmers gute Semmelknödel,33.25,30,997.5,598.5
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,11012,09-Apr-2007,23-Apr-2007,17-Apr-2007,Speedy Shipping,Teatime Chocolate Biscuits,9.2,50,460,276
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,11012,09-Apr-2007,23-Apr-2007,17-Apr-2007,Global Shippers,Camembert Pierrot,34,36,1224,734.4
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,11012,09-Apr-2007,23-Apr-2007,17-Apr-2007,Global Shippers,Fløtemysost,21.5,60,1290,774
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10653,02-Sep-2007,30-Sep-2007,19-Sep-2007,Global Shippers,Pavlova,17.45,30,523.5,314.1
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10653,02-Sep-2007,30-Sep-2007,19-Sep-2007,Global Shippers,Camembert Pierrot,34,20,680,408
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10717,24-Oct-2007,21-Nov-2007,29-Oct-2007,Anywhere Delivery,Sir Rodney's Scones,10,32,320,192
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10717,24-Oct-2007,21-Nov-2007,29-Oct-2007,Anywhere Delivery,Tourtière,7.45,15,111.75,67.05
Frankenversand,Germany,Europe,Small Business,Nancy Davolio,1035,10717,24-Oct-2007,21-Nov-2007,29-Oct-2007,Speedy Shipping,Gudbrandsdalsost,36,25,900,540
Frankenversand,Germany,Europe,Small Business,Steven Buchanan,1045,10675,19-Sep-2007,17-Oct-2007,23-Sep-2007,Global Shippers,Tofu,23.25,30,697.5,418.5
Frankenversand,Germany,Europe,Small Business,Steven Buchanan,1045,10675,19-Sep-2007,17-Oct-2007,23-Sep-2007,OnTime Carriers,Perth Pasties,32.8,10,328,196.8
Frankenversand,Germany,Europe,Small Business,Steven Buchanan,1045,10675,19-Sep-2007,17-Oct-2007,23-Sep-2007,Global Shippers,Escargots de Bourgogne,13.25,30,397.5,238.5
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Anne Dodsworth,1010,10963,19-Mar-2007,16-Apr-2007,26-Mar-2007,OnTime Carriers,Camembert Pierrot,34,2,68,40.8
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Janet Leverling,1015,10352,12-Nov-2007,26-Nov-2007,18-Nov-2007,OnTime Carriers,Guaraná Fantástica,3.6,10,36,21.6
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Janet Leverling,1015,10352,12-Nov-2007,26-Nov-2007,18-Nov-2007,Global Shippers,Tourtière,5.9,20,118,70.8
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Laura Callahan,1020,10491,31-Mar-2007,28-Apr-2007,08-Apr-2007,Anywhere Delivery,Gula Malacca,15.5,15,232.5,139.5
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Laura Callahan,1020,10491,31-Mar-2007,28-Apr-2007,08-Apr-2007,Global Shippers,Original Frankfurter grüne Soße,10.4,7,72.8,43.68
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10464,04-Mar-2007,01-Apr-2007,14-Mar-2007,OnTime Carriers,Chef Anton's Cajun Seasoning,17.6,16,281.6,168.96
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10464,04-Mar-2007,01-Apr-2007,14-Mar-2007,Speedy Shipping,Ipoh Coffee,36.8,3,110.4,66.24
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10464,04-Mar-2007,01-Apr-2007,14-Mar-2007,Global Shippers,Gnocchi di nonna Alice,30.4,30,912,547.2
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10464,04-Mar-2007,01-Apr-2007,14-Mar-2007,Global Shippers,Camembert Pierrot,27.2,20,544,326.4
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10551,28-May-2007,09-Jul-2007,06-Jun-2007,Global Shippers,Pavlova,17.45,40,698,418.8
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10551,28-May-2007,09-Jul-2007,06-Jun-2007,Speedy Shipping,Steeleye Stout,18,20,360,216
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10551,28-May-2007,09-Jul-2007,06-Jun-2007,OnTime Carriers,Gula Malacca,19.45,40,778,466.8
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10328,14-Oct-2007,11-Nov-2007,17-Oct-2007,Global Shippers,Raclette Courdavault,44,9,396,237.6
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10328,14-Oct-2007,11-Nov-2007,17-Oct-2007,Anywhere Delivery,Louisiana Fiery Hot Pepper Sauce,16.8,40,672,403.2
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Margaret Peacock,1025,10328,14-Oct-2007,11-Nov-2007,17-Oct-2007,Global Shippers,Scottish Longbreads,10,10,100,60
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Nancy Davolio,1035,10604,18-Jul-2007,15-Aug-2007,29-Jul-2007,Anywhere Delivery,Chocolade,12.75,6,76.5,45.9
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Nancy Davolio,1035,10604,18-Jul-2007,15-Aug-2007,29-Jul-2007,Anywhere Delivery,Lakkalikööri,18,10,180,108
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Nancy Davolio,1035,10664,10-Sep-2007,08-Oct-2007,19-Sep-2007,Anywhere Delivery,Ikura,31,24,744,446.4
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Nancy Davolio,1035,10664,10-Sep-2007,08-Oct-2007,19-Sep-2007,Anywhere Delivery,Gnocchi di nonna Alice,38,12,456,273.6
Furia Bacalhau e Frutos do Mar,Portugal,Europe,Government,Nancy Davolio,1035,10664,10-Sep-2007,08-Oct-2007,19-Sep-2007,OnTime Carriers,Louisiana Fiery Hot Pepper Sauce,21.05,15,315.75,189.45
Galería del gastrónomo,Spain,Europe,Government,Janet Leverling,1015,10568,13-Jun-2007,11-Jul-2007,09-Jul-2007,Global Shippers,Ikura,31,5,155,93
Galería del gastrónomo,Spain,Europe,Government,Laura Callahan,1020,10887,13-Feb-2007,13-Mar-2007,16-Feb-2007,Anywhere Delivery,NuNuCa Nuß-Nougat-Creme,14,5,70,42
Galería del gastrónomo,Spain,Europe,Government,Laura Callahan,1020,10366,28-Nov-2007,09-Jan-2007,30-Dec-2007,OnTime Carriers,Louisiana Fiery Hot Pepper Sauce,16.8,5,84,50.4
Galería del gastrónomo,Spain,Europe,Government,Laura Callahan,1020,10366,28-Nov-2007,09-Jan-2007,30-Dec-2007,OnTime Carriers,Original Frankfurter grüne Soße,10.4,5,52,31.2
